,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
97197,184516,2014-01-24T05:51:32.433,96,,,,60019.587137076924,51515.315589056416,-2099.8910718360885,test,2014-01-24 05:51:32.433,92443.08796565473,75898.83339207365,89297.24189044155
97198,184517,2014-01-24T08:00:46.458,96,,,,53709.14855437878,43283.42141224175,11814.164805196797,test,2014-01-24 08:00:46.458,86134.45558851624,67317.88164687554,100776.25091904523
97199,184518,2014-01-24T10:10:00.483,96,,,,43611.649418895344,32015.584514733306,24817.424441658288,test,2014-01-24 10:10:00.483,75460.08742437512,57220.18766712465,111016.57608679452
97200,184519,2014-01-24T12:19:14.508,96,,,,28547.762056285763,17144.967914067132,34785.486805304485,test,2014-01-24 12:19:14.508,60951.79822380123,37142.90863813304,120331.00394549411
97201,184520,2014-01-24T14:28:28.533,96,,,,7629.2180798928275,-1086.14901501405,36863.60351557864,test,2014-01-24 14:28:28.533,34763.911841824585,16847.29227865658,125296.8919666828
97202,184521,2014-01-24T16:37:42.558,96,,,,-15575.3402986459,-18017.08048339745,23156.371795543368,test,2014-01-24 16:37:42.558,12710.923410181169,6092.053936586638,114772.98230418464
97203,184522,2014-01-24T18:46:56.582,96,,,,-29881.833827716666,-24596.93322509504,-4061.404963601079,test,2014-01-24 18:46:56.582,3329.3527169972385,3593.7909575720128,88132.55329986932
97204,184523,2014-01-24T20:56:10.607,96,,,,-32591.39459886503,-21384.57292215052,-30900.894452493354,test,2014-01-24 20:56:10.607,2078.583335782298,5777.237011870606,62335.81966711895
97205,184524,2014-01-24T23:05:24.632,96,,,,-28713.84666451764,-13729.671479721223,-52081.48450623045,test,2014-01-24 23:05:24.632,4709.323458591673,11522.820660778303,39724.25693949495
97206,184525,2014-01-25T01:14:38.657,96,,,,-21669.98504513179,-4503.082716790545,-67800.59768346934,test,2014-01-25 01:14:38.657,10684.550693039617,19781.22705761765,27255.353269520085
97207,184526,2014-01-25T03:23:52.682,96,,,,-13133.010169035202,5069.515490266193,-79023.00872360697,test,2014-01-25 03:23:52.682,18989.18374561263,29206.003553393435,9694.452326096562
97208,184527,2014-01-25T05:33:06.707,96,,,,-3959.017374343835,14427.464901861491,-86565.477853179,test,2014-01-25 05:33:06.707,28340.84606678079,38756.678060733946,2551.920261361146
97209,184528,2014-01-25T07:42:20.731,96,,,,5369.099292856883,23284.612224694512,-91034.96097943546,test,2014-01-25 07:42:20.731,37885.982884680154,47841.22400861547,944.5041120520011
97210,184529,2014-01-25T09:51:34.756,96,,,,14550.462765770615,31476.879874357008,-92878.65574789226,test,2014-01-25 09:51:34.756,47201.375405804414,56186.26934374274,811.7701795235934
97211,184530,2014-01-25T12:00:48.781,96,,,,23378.20971774566,38897.1811121073,-92431.74378185801,test,2014-01-25 12:00:48.781,56079.76696029556,63678.57792956353,1452.1948616225966
97212,184531,2014-01-25T14:10:02.806,96,,,,31695.164820451424,45464.67178307167,-89951.33162836988,test,2014-01-25 14:10:02.806,64390.96135863213,70260.81495036808,3209.8845211135626
97213,184532,2014-01-25T16:19:16.831,96,,,,39369.24085420235,51108.580873193816,-85639.64294198083,test,2014-01-25 16:19:16.831,72062.45910453808,75886.73299925374,6472.620144379203
97214,184533,2014-01-25T18:28:30.856,96,,,,46278.14511680365,55758.52778890559,-79660.23657901004,test,2014-01-25 18:28:30.856,78936.07425778313,80497.15097197096,11287.616686476671
