,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
165968,315380,2014-01-24T04:36:52.370,169,,,,-66934.58757186859,65420.35125801037,141991.17142407602,test,2014-01-24 04:36:52.370,3125.420098901125,126098.2035391816,179081.12103071695
165969,315381,2014-01-24T08:44:15.424,169,,,,-68861.45567362708,73461.31443717802,128763.61103312972,test,2014-01-24 08:44:15.424,1575.5344683629905,132104.33315184183,165967.2758747865
165970,315382,2014-01-24T12:51:38.479,169,,,,-69396.40318560544,80016.94374357445,112938.05053628287,test,2014-01-24 12:51:38.479,1344.7685203209287,140023.5823646122,150291.88660040608
165971,315383,2014-01-24T16:59:01.534,169,,,,-68278.02966534487,84664.64659771921,94431.64982459492,test,2014-01-24 16:59:01.534,2256.2478390015544,143885.1796021655,132081.34128835538
165972,315384,2014-01-24T21:06:24.588,169,,,,-65134.482020394506,86796.92593773121,73143.1138142886,test,2014-01-24 21:06:24.588,4753.970897046114,144110.92459329698,110844.52298100745
165973,315385,2014-01-25T01:13:47.643,169,,,,-59406.461714748424,85474.59116387714,48989.93707721015,test,2014-01-25 01:13:47.643,9489.815015626518,143696.9944804017,88558.92326822222
165974,315386,2014-01-25T05:21:10.697,169,,,,-50191.9907778178,79107.68002879189,22048.423458564037,test,2014-01-25 05:21:10.697,18598.189106728114,140220.58958424596,49524.57580699251
165975,315387,2014-01-25T09:28:33.752,169,,,,-35918.78389398471,64676.63894999612,-6855.089122115223,test,2014-01-25 09:28:33.752,34239.7497703778,118850.04272912818,20109.278644177266
165976,315388,2014-01-25T13:35:56.807,169,,,,-13910.500559848608,35875.58997553032,-33045.98634837794,test,2014-01-25 13:35:56.807,54957.16298783814,98925.03667197235,13003.457611741154
165977,315389,2014-01-25T17:43:19.861,169,,,,14281.401283350713,-12710.387555100713,-33801.22640943362,test,2014-01-25 17:43:19.861,75489.73244687228,48167.30342799258,22264.511930735745
165978,315390,2014-01-25T21:50:42.916,169,,,,26809.45330438669,-48311.582505185645,5148.705445061315,test,2014-01-25 21:50:42.916,89538.84796689615,11213.43250369243,43863.26666970266
165979,315391,2014-01-26T01:58:05.970,169,,,,24802.52829070992,-59406.45440700178,45990.878402986214,test,2014-01-26 01:58:05.970,94267.62299278514,1246.00831402995,72624.7619074032
165980,315392,2014-01-26T06:05:29.025,169,,,,17886.91295125087,-59232.07601409161,79070.12328081731,test,2014-01-26 06:05:29.025,91423.70609448852,794.0577658125582,102915.0374092988
165981,315393,2014-01-26T10:12:52.079,169,,,,9281.660163155135,-53678.21783949635,105268.09003395279,test,2014-01-26 10:12:52.079,83337.18760969055,4633.20159632916,130799.93167094837
165982,315394,2014-01-26T14:20:15.134,169,,,,141.6205368880203,-45204.591334031866,125877.1173358043,test,2014-01-26 14:20:15.134,72261.36518726255,12596.604732384521,154340.72796802
165983,315395,2014-01-26T18:27:38.189,169,,,,-9021.295308149713,-35032.47820754273,141839.65781309345,test,2014-01-26 18:27:38.189,61160.26859517378,23167.806345524685,173003.05039995562
