,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
586959,1115704,2014-01-24T06:04:28.754,537,,,,-12533.811444376071,-26940.61627299457,-2750.035034211072,test,2014-01-24 06:04:28.754,2438.454334292555,2240.0388888354473,38251.15609231916
586960,1115705,2014-01-24T07:31:40.704,537,,,,-3027.6878365020198,-22707.075271129208,-22569.327607964766,test,2014-01-24 07:31:40.704,10100.94304469107,5013.685335148242,15723.44378022514
586961,1115706,2014-01-24T08:58:52.653,537,,,,7652.7259667868275,-11118.661266322539,-35599.22715592668,test,2014-01-24 08:58:52.653,20908.30830129961,13465.560190876453,4837.762528172958
586962,1115707,2014-01-24T10:26:04.603,537,,,,16988.242601901817,2913.0216595922825,-41711.3777323093,test,2014-01-24 10:26:04.603,31613.26311488921,26245.94121861659,1624.2843923973865
586963,1115708,2014-01-24T11:53:16.553,537,,,,24356.38857127656,16728.699055873993,-42828.70375675991,test,2014-01-24 11:53:16.553,40346.73112870388,40619.75596265455,1286.0147117435852
586964,1115709,2014-01-24T13:20:28.503,537,,,,29846.311892085352,29299.159478771748,-40582.329689266786,test,2014-01-24 13:20:28.503,46691.1489783173,54379.29067796038,2656.336155884454
586965,1115710,2014-01-24T14:47:40.453,537,,,,33689.308506224035,40273.2959141751,-36068.506545068034,test,2014-01-24 14:47:40.453,50925.99753829457,66389.43096699956,6287.263201757676
586966,1115711,2014-01-24T16:14:52.403,537,,,,36107.115565393084,49554.41553666432,-30013.831931558656,test,2014-01-24 16:14:52.403,53486.00863658596,76308.49152553434,12206.178028183274
586967,1115712,2014-01-24T17:42:04.353,537,,,,37283.69761020168,57138.205288707526,-22918.51929257354,test,2014-01-24 17:42:04.353,54725.51668959345,84175.49979173517,19611.56969067407
586968,1115713,2014-01-24T19:09:16.303,537,,,,37366.91651839649,63050.13922355304,-15145.513302342632,test,2014-01-24 19:09:16.303,54834.635890919206,90143.300411451,27710.54632324434
586969,1115714,2014-01-24T20:36:28.252,537,,,,36475.82763735033,67320.4140233788,-6973.982909818916,test,2014-01-24 20:36:28.252,53931.856661014135,94360.98559954665,36076.1113138168
586970,1115715,2014-01-24T22:03:40.202,537,,,,34707.839376529955,69973.61754815766,1367.4717999663505,test,2014-01-24 22:03:40.202,52101.64838142112,96931.22231627621,44486.95514306013
586971,1115716,2014-01-24T23:30:52.152,537,,,,32144.738444817118,71024.40728839561,9678.785802824716,test,2014-01-24 23:30:52.152,49469.99769727192,97901.85187648435,52745.333112757726
586972,1115717,2014-01-25T00:58:04.102,537,,,,28857.787670448382,70475.71044203176,17772.295904644587,test,2014-01-25 00:58:04.102,46038.393851983965,97280.28672722924,60699.8391772774
586973,1115718,2014-01-25T02:25:16.052,537,,,,24912.41691811754,68318.05426692287,25459.2281176351,test,2014-01-25 02:25:16.052,42000.20207297554,95051.70740220093,68340.8476210018
586974,1115719,2014-01-25T03:52:28.002,537,,,,20373.191469818044,64529.608071916446,32536.400465008363,test,2014-01-25 03:52:28.002,37280.73408854856,91190.7065854663,75641.33569921128
586975,1115720,2014-01-25T05:19:39.952,537,,,,15310.032327438357,59077.187488605254,38770.86132960292,test,2014-01-25 05:19:39.952,32272.814158407375,85669.50833714199,82153.52858949725
586976,1115721,2014-01-25T06:46:51.902,537,,,,9807.304412182864,51919.35845671313,43879.65857161488,test,2014-01-25 06:46:51.902,26489.92973718315,78468.10777984052,86928.45621843702
586977,1115722,2014-01-25T08:14:03.852,537,,,,3978.811473506465,43014.63361800223,47500.61993125043,test,2014-01-25 08:14:03.852,21109.9679533383,69322.95494578604,89461.98657393348
586978,1115723,2014-01-25T09:41:15.801,537,,,,-2005.0867932467995,32342.383362356537,49147.749749569295,test,2014-01-25 09:41:15.801,15225.662179886729,59571.72715221469,90690.53558324161
586979,1115724,2014-01-25T11:08:27.751,537,,,,-7864.822512621624,19956.5914786612,48142.423059350614,test,2014-01-25 11:08:27.751,8023.691044948691,46019.804398149856,91043.91276167582
586980,1115725,2014-01-25T12:35:39.701,537,,,,-13104.381754406928,6127.845464714572,43517.23187723536,test,2014-01-25 12:35:39.701,2482.8822110716833,29255.597663973316,89108.3447888382
586981,1115726,2014-01-25T14:02:51.651,537,,,,-16797.278274579665,-8276.724435220856,33954.73379064697,test,2014-01-25 14:02:51.651,498.13571929825486,14827.02413320419,77243.05071077881
586982,1115727,2014-01-25T15:30:03.601,537,,,,-17282.327338463798,-20888.85884871445,18193.649423393512,test,2014-01-25 15:30:03.601,796.3344450666214,6793.286338852863,55653.94535570128
586983,1115728,2014-01-25T16:57:15.551,537,,,,-12557.518073339732,-26941.347044892158,-2697.359589916829,test,2014-01-25 16:57:15.551,3743.4830463921376,4798.011596576732,32468.511743085666
586984,1115729,2014-01-25T18:24:27.501,537,,,,-3061.649571082433,-22729.889428031078,-22526.107357947974,test,2014-01-25 18:24:27.501,10457.265397476756,7448.449114481822,15032.705526174113
586985,1115730,2014-01-25T19:51:39.451,537,,,,7619.4978139711975,-11152.000115600278,-35573.41296564675,test,2014-01-25 19:51:39.451,19919.535921316987,14643.133512328526,5723.487318236517
586986,1115731,2014-01-25T21:18:51.400,537,,,,16960.521306751587,2879.097977282351,-41698.29928024707,test,2014-01-25 21:18:51.400,29978.09578409605,25760.967433363,2357.2956856674823
586987,1115732,2014-01-25T22:46:03.350,537,,,,24334.70993777361,16698.07159721538,-42822.46489866052,test,2014-01-25 22:46:03.350,38833.79148172129,39060.702192761535,1889.3101164952598
586988,1115733,2014-01-26T00:13:15.300,537,,,,29829.932332574102,29272.709008337446,-40578.85797401232,test,2014-01-26 00:13:15.300,45660.54823436891,52597.07995285551,3168.546730593796
