,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
111110,210590,2014-01-24T05:46:02.768,115,,,,-4031.02925472316,9225.602939469636,31987.006652081112,test,2014-01-24 05:46:02.768,399.8310865960397,37618.14443347341,64384.92313874131
111111,210591,2014-01-24T06:36:04.207,115,,,,-3926.273482002353,-1179.3038909154775,26116.562678517334,test,2014-01-24 06:36:04.207,119.22451853990233,30051.555691066562,61637.71435492261
111112,210592,2014-01-24T07:26:05.646,115,,,,-3017.2543481191765,-11019.346101473257,15055.677826767294,test,2014-01-24 07:26:05.646,58.92365052820315,21332.220714236042,58214.918598121905
111113,210593,2014-01-24T08:16:07.085,115,,,,-600.3185633398809,-14077.681526836785,-2898.554577872092,test,2014-01-24 08:16:07.085,358.8254037503863,10508.695604151679,53261.38507189255
111114,210594,2014-01-24T09:06:08.524,115,,,,2371.794560194649,-3578.2187429339588,-17905.715559747816,test,2014-01-24 09:06:08.524,1783.839205219965,2793.3906009042917,41640.12053455437
111115,210595,2014-01-24T09:56:09.963,115,,,,4193.088456251271,10345.771174765412,-23387.38664712915,test,2014-01-24 09:56:09.963,4581.658358515592,2920.7220007129804,24141.872612595405
111116,210596,2014-01-24T10:46:11.402,115,,,,5129.469334127444,22416.102405532798,-23769.28412875513,test,2014-01-24 10:46:11.402,7845.815686018156,10530.305461049724,9869.792291752876
111117,210597,2014-01-24T11:36:12.841,115,,,,5542.443410700113,32286.7842171324,-21681.664459286632,test,2014-01-24 11:36:12.841,10418.304184275697,22288.285819548382,3766.1859373107686
111118,210598,2014-01-24T12:26:14.281,115,,,,5620.71013013583,40241.209157778205,-18267.431854649574,test,2014-01-24 12:26:14.281,11843.768077957173,34685.902850485516,3247.3553483232627
111119,210599,2014-01-24T13:16:15.720,115,,,,5467.617309986172,46555.40783028218,-14092.661847730884,test,2014-01-24 13:16:15.720,12333.66416142836,45642.54529472586,5737.171766151513
111120,210600,2014-01-24T14:06:17.159,115,,,,5145.50756687701,51439.497705162175,-9477.23648067364,test,2014-01-24 14:06:17.159,12254.674542588054,54429.9570378914,10090.818458666154
111121,210601,2014-01-24T14:56:18.598,115,,,,4695.242415372289,55047.93971256488,-4622.5432679345095,test,2014-01-24 14:56:18.598,11852.455863976325,61069.20920163404,15345.736736474457
111122,210602,2014-01-24T15:46:20.037,115,,,,4145.526183239879,57493.945161521486,332.25528793045976,test,2014-01-24 15:46:20.037,11274.907655519426,65869.14237037396,20840.987160120938
111123,210603,2014-01-24T16:36:21.476,115,,,,3517.7948627035785,58860.25788243433,5282.317564034837,test,2014-01-24 16:36:21.476,10541.433187058847,69140.8346293829,26387.434314616832
111124,210604,2014-01-24T17:26:22.915,115,,,,2829.0161505460087,59206.469652780615,10141.705488830754,test,2014-01-24 17:26:22.915,9741.101630425414,71150.25857785084,31892.152476050695
111125,210605,2014-01-24T18:16:24.354,115,,,,2093.4448921030053,58573.849657696104,14833.83850953209,test,2014-01-24 18:16:24.354,8834.072336791518,72016.75265407277,37121.224239416595
111126,210606,2014-01-24T19:06:25.794,115,,,,1323.8488743713208,56988.46212599465,19284.700407291304,test,2014-01-24 19:06:25.794,7890.675484190447,71893.9810088225,42221.191913946626
111127,210607,2014-01-24T19:56:27.233,115,,,,532.4950386271495,54463.0882649277,23417.08186321413,test,2014-01-24 19:56:27.233,6857.355155258328,70740.30595899903,47042.21797590342
111128,210608,2014-01-24T20:46:28.672,115,,,,-267.90083677452975,50998.29466902024,27144.647107616416,test,2014-01-24 20:46:28.672,5824.2340878182595,68766.96693521074,51128.13478179795
111129,210609,2014-01-24T21:36:30.111,115,,,,-1063.0627639176828,46582.91856372576,30364.609993535512,test,2014-01-24 21:36:30.111,4744.6923071403635,65779.9904692577,55274.21860272162
111130,210610,2014-01-24T22:26:31.550,115,,,,-1835.6068605491296,41194.31021995913,32947.3194951592,test,2014-01-24 22:26:31.550,3737.8583198846923,62034.19521253963,58556.11651182225
111131,210611,2014-01-24T23:16:32.989,115,,,,-2562.566046271139,34799.06791200289,34719.77607473273,test,2014-01-24 23:16:32.989,2779.967782569622,57646.77814521165,60922.55159144827
111132,210612,2014-01-25T00:06:34.428,115,,,,-3210.9583429616578,27356.347187344283,35437.11123862928,test,2014-01-25 00:06:34.428,1837.1952743259415,51901.289099912865,63109.05666302228
111133,210613,2014-01-25T00:56:35.867,115,,,,-3728.963859216457,18830.467443666017,34728.7984096015,test,2014-01-25 00:56:35.867,1065.2154943218798,45431.91111155809,64520.799610270915
111134,210614,2014-01-25T01:46:37.307,115,,,,-4026.212407248161,9237.4212760435,31987.59499606939,test,2014-01-25 01:46:37.307,455.2209623879491,38882.68836795266,63651.35056083289
111135,210615,2014-01-25T02:36:38.746,115,,,,-3923.709305400573,-1168.3580242487676,26121.532670927583,test,2014-01-25 02:36:38.746,98.44342415432291,30784.680424023634,61532.85504724097
111136,210616,2014-01-25T03:26:40.185,115,,,,-3017.8128200664037,-11011.83225022229,15066.479588607344,test,2014-01-25 03:26:40.185,46.41327176689469,20336.51113786076,59357.54323210329
111137,210617,2014-01-25T04:16:41.624,115,,,,-604.3330700711869,-14081.33952205913,-2883.965073127067,test,2014-01-25 04:16:41.624,409.5115297029269,10086.063186057896,53899.82196344911
111138,210618,2014-01-25T05:06:43.063,115,,,,2367.6990256336376,-3592.0758782888092,-17899.306710057517,test,2014-01-25 05:06:43.063,1807.332679120316,4075.3803323301954,41191.61056228538
111139,210619,2014-01-25T05:56:44.502,115,,,,4190.805478708297,10330.570019152867,-23389.002832173373,test,2014-01-25 05:56:44.502,4398.227806597692,4528.14640599839,24256.362832655002
111140,210620,2014-01-25T06:46:45.941,115,,,,5129.087817633566,22402.02328568208,-23775.99173421317,test,2014-01-25 06:46:45.941,7416.4653226537075,11053.97431037956,10904.501524657295
111141,210621,2014-01-25T07:36:47.380,115,,,,5543.805221246753,32274.440664874677,-21691.771737379488,test,2014-01-25 07:36:47.380,9951.747255535027,21535.051488292487,4626.049940599803
111142,210622,2014-01-25T08:26:48.819,115,,,,5623.634437522906,40230.78778134569,-18279.90135914415,test,2014-01-25 08:26:48.819,11479.771993169494,33294.2887975764,3551.210768327598
111143,210623,2014-01-25T09:16:50.259,115,,,,5471.929807774392,46546.962403997546,-14106.77776391272,test,2014-01-25 09:16:50.259,12119.686434391147,44302.12311929165,5597.279981510668
111144,210624,2014-01-25T10:06:51.698,115,,,,5151.043240606643,51433.02952309361,-9492.45931207201,test,2014-01-25 10:06:51.698,12127.071341436806,53449.16321111005,9660.192183754809
111145,210625,2014-01-25T10:56:53.137,115,,,,4701.843815227309,55043.42456338595,-4638.440326327996,test,2014-01-25 10:56:53.137,11791.77454715527,60494.55997022584,14818.149451725403
111146,210626,2014-01-25T11:46:54.576,115,,,,4153.041019354912,57491.344978989895,316.0475707320464,test,2014-01-25 11:46:54.576,11250.569412670326,65561.98693530424,20476.82335468746
111147,210627,2014-01-25T12:36:56.015,115,,,,3526.073709355329,58859.526028034765,5266.115512221388,test,2014-01-25 12:36:56.015,10590.50219685347,69005.00769939277,25985.36935351321
111148,210628,2014-01-25T13:26:57.454,115,,,,2837.910141363691,59207.554213538766,10125.793477430898,test,2014-01-25 13:26:57.454,9846.49460951598,71098.82178283682,31467.360248340847
111149,210629,2014-01-25T14:16:58.893,115,,,,2102.803522964997,58576.69489837156,14818.479349786605,test,2014-01-25 14:16:58.893,9002.709947041529,71990.66875270996,36875.93736305996
111150,210630,2014-01-25T15:07:00.332,115,,,,1333.517655612417,56993.00928269528,19270.143958209595,test,2014-01-25 15:07:00.332,8096.032376116254,71931.60228748787,41927.709052132006
111151,210631,2014-01-25T15:57:01.772,115,,,,542.3128770044726,54469.27590672988,23403.57276021165,test,2014-01-25 15:57:01.772,7059.253641206756,70835.53685893504,46559.04795581711
111152,210632,2014-01-25T16:47:03.211,115,,,,-258.1048297867154,51006.05869648555,27132.43308880852,test,2014-01-25 16:47:03.211,5996.688990510799,68748.66061583055,51084.53068173259
111153,210633,2014-01-25T17:37:04.650,115,,,,-1053.4735107493468,46592.19130054693,30353.95253477056,test,2014-01-25 17:37:04.650,4933.580952790285,66030.99373269104,55066.45013630433
