,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
429701,816302,2014-01-24T06:36:05.536,406,,,,28231.658671986777,13743.082718919937,6234.216517694972,test,2014-01-24 06:36:05.536,48103.011826503105,43111.60634517203,39758.81429640763
429702,816303,2014-01-24T07:15:48.196,406,,,,32677.775868327266,9597.155474055364,839.072554875121,test,2014-01-24 07:15:48.196,54524.84427115513,39986.07990422235,34937.236661868454
429703,816304,2014-01-24T07:55:30.857,406,,,,35259.12530112965,4894.538979486809,-4613.137298037494,test,2014-01-24 07:55:30.857,58733.1810094749,36076.005295854375,29729.161528911078
429704,816305,2014-01-24T08:35:13.517,406,,,,36116.97084133119,-53.210040126795704,-9845.806745046575,test,2014-01-24 08:35:13.517,61144.262069680284,31759.323697579006,23701.496590178558
429705,816306,2014-01-24T09:14:56.178,406,,,,35417.07627814351,-5002.649768068218,-14657.813214048992,test,2014-01-24 09:14:56.178,61770.430509486745,27004.201136139443,18626.541367605932
429706,816307,2014-01-24T09:54:38.838,406,,,,33329.36033159698,-9758.793125431052,-18898.13579029175,test,2014-01-24 09:54:38.838,61069.73704018837,21937.651029487217,13108.030494596573
429707,816308,2014-01-24T10:34:21.499,406,,,,30021.136516758168,-14159.37289181186,-22448.121954190567,test,2014-01-24 10:34:21.499,58891.800255242684,16905.885118717866,9437.391230234634
429708,816309,2014-01-24T11:14:04.160,406,,,,25657.181106375367,-18062.99049716491,-25209.530030589627,test,2014-01-24 11:14:04.160,55594.73906512562,12145.383800380832,5046.832415399127
429709,816310,2014-01-24T11:53:46.820,406,,,,20403.53180638133,-21340.288359125978,-27096.6388185123,test,2014-01-24 11:53:46.820,51104.04599694251,8608.840546671683,1475.7516243738164
429710,816311,2014-01-24T12:33:29.481,406,,,,14433.86620783319,-23867.352906800348,-28031.311404276177,test,2014-01-24 12:33:29.481,45960.68316378191,3712.462641677095,391.7255377109471
429711,816312,2014-01-24T13:13:12.141,406,,,,7938.391431480166,-25520.89090953992,-27940.532593766136,test,2014-01-24 13:13:12.141,40019.52994706032,1171.6898606179302,269.6496591070079
429712,816313,2014-01-24T13:52:54.802,406,,,,1135.8712696948955,-26175.209606339282,-26756.620856890004,test,2014-01-24 13:52:54.802,33647.44259754057,448.5040812865219,543.5886106392655
429713,816314,2014-01-24T14:32:37.462,406,,,,-5710.0886225485665,-25701.80175890461,-24421.228484990967,test,2014-01-24 14:32:37.462,26839.924561557917,430.72345302615486,1420.9755966445782
429714,816315,2014-01-24T15:12:20.123,406,,,,-12269.220813185979,-23973.736007470103,-20895.69997460635,test,2014-01-24 15:12:20.123,20164.561601934885,911.2535494615571,3286.515314718699
429715,816316,2014-01-24T15:52:02.784,406,,,,-18116.97185564496,-20879.711999284093,-16182.772362522986,test,2014-01-24 15:52:02.784,13346.749699861088,2216.576329561913,6412.348145373923
429716,816317,2014-01-24T16:31:45.444,406,,,,-22705.55405652582,-16357.340374821702,-10368.062132855785,test,2014-01-24 16:31:45.444,5536.530164923639,4790.998424703488,10913.873199470887
429717,816318,2014-01-24T17:11:28.105,406,,,,-25352.925470983024,-10461.288617250766,-3691.9191070179872,test,2014-01-24 17:11:28.105,1324.1891879263853,8969.442124999856,16693.487004213588
429718,816319,2014-01-24T17:51:10.765,406,,,,-25302.978466972734,-3480.2633251199986,3348.695339387089,test,2014-01-24 17:51:10.765,570.9425012263351,14829.859713038326,23533.215440519594
429719,816320,2014-01-24T18:30:53.426,406,,,,-21951.09359109926,3925.232355565521,9922.215724968542,test,2014-01-24 18:30:53.426,1235.6049384248768,21994.312078461346,30691.380387399902
429720,816321,2014-01-24T19:10:36.087,406,,,,-15265.673520395014,10710.794291969156,14964.642779065069,test,2014-01-24 19:10:36.087,3970.842075698877,29563.555198198974,37341.51614760172
429721,816322,2014-01-24T19:50:18.747,406,,,,-6113.152411681152,15765.125655208809,17588.095287003292,test,2014-01-24 19:50:18.747,9613.356761443722,36337.408833766436,42146.953719671925
429722,816323,2014-01-24T20:30:01.408,406,,,,4001.2529099695003,18423.698557642158,17529.527367019033,test,2014-01-24 20:30:01.408,17829.563306281347,41297.02642877673,44940.40886896697
429723,816324,2014-01-24T21:09:44.068,406,,,,13633.622060809963,18674.982664986688,15169.143292463981,test,2014-01-24 21:09:44.068,27802.523274227606,43919.23604946665,45283.1080593505
429724,816325,2014-01-24T21:49:26.729,406,,,,21851.33891177342,16936.270579855787,11181.740376054893,test,2014-01-24 21:49:26.729,37839.37583269694,44244.64972272789,43924.52044683153
429725,816326,2014-01-24T22:29:09.390,406,,,,28231.285471278712,13747.333691278696,6227.626450713383,test,2014-01-24 22:29:09.390,46670.11191688893,42854.92441799238,40391.21105854913
429726,816327,2014-01-24T23:08:52.050,406,,,,32676.824088480626,9601.762921877747,831.8470164333736,test,2014-01-24 23:08:52.050,53565.39713245439,40297.39422225884,35762.428504588715
429727,816328,2014-01-24T23:48:34.711,406,,,,35257.68506533155,4899.252705194816,-4620.586421653527,test,2014-01-24 23:48:34.711,58297.365070897686,36791.794879227935,30114.247901905637
429728,816329,2014-01-25T00:28:17.371,406,,,,36115.14113126868,-48.61609722235335,-9853.121840303284,test,2014-01-25 00:28:17.371,61034.06221339698,32559.039213654018,24176.28932608559
429729,816330,2014-01-25T01:08:00.032,406,,,,35414.9558193461,-4998.374927785968,-14664.68783328574,test,2014-01-25 01:08:00.032,61936.57129613645,27260.97652542404,19134.957511324363
429730,816331,2014-01-25T01:47:42.692,406,,,,33327.043257686266,-9755.009295104226,-18904.309697676534,test,2014-01-25 01:47:42.692,61240.97604034381,22785.26462012847,13619.193880960109
429731,816332,2014-01-25T02:27:25.353,406,,,,30018.71084065013,-14156.22380539241,-22453.376020230768,test,2014-01-25 02:27:25.353,59003.81196146217,17778.010271755265,7819.8297715144845
429732,816333,2014-01-25T03:07:08.014,406,,,,25654.72869326088,-18060.59105603106,-25213.68278675912,test,2014-01-25 03:07:08.014,55647.18984150613,11908.263549383777,3604.9897278501558
429733,816334,2014-01-25T03:46:50.674,406,,,,20401.129134621442,-21338.723310583468,-27099.544705020664,test,2014-01-25 03:46:50.674,51237.30045680671,6608.613760286019,1470.4797428142554
429734,816335,2014-01-25T04:26:33.335,406,,,,14431.586058323071,-23866.674407168182,-28032.86097619851,test,2014-01-25 04:26:33.335,46086.609603367986,3093.2566958275693,682.5945060633135
429735,816336,2014-01-25T05:06:15.995,406,,,,7936.304434378295,-25521.115280948397,-27940.655419069586,test,2014-01-25 05:06:15.995,40147.069896356785,1357.6661789852365,538.5972639734467
429736,816337,2014-01-25T05:45:58.656,406,,,,1134.04807424956,-26176.312503876743,-26755.291458273183,test,2014-01-25 05:45:58.656,34111.415333100485,734.2225056346293,797.3363887055658
429737,816338,2014-01-25T06:25:41.317,406,,,,-5711.5751753828135,-25703.711912926883,-24418.476586982404,test,2014-01-25 06:25:41.317,27939.269845264254,691.4610548234573,1604.1998814352903
429738,816339,2014-01-25T07:05:23.977,406,,,,-12270.293853374673,-23976.32767744738,-20891.62662662862,test,2014-01-25 07:05:23.977,19678.503309107957,1127.7713296941786,3267.7628365066075
429739,816340,2014-01-25T07:45:06.638,406,,,,-18117.550936282645,-20882.79690900884,-16177.573391006179,test,2014-01-25 07:45:06.638,10876.53924803948,2309.0561653503355,6136.82527520587
429740,816341,2014-01-25T08:24:49.298,406,,,,-22705.560221889682,-16360.66221116374,-10362.060229929824,test,2014-01-25 08:24:49.298,4737.1365474214235,4699.079606180915,10408.384112740036
429741,816342,2014-01-25T09:04:31.959,406,,,,-25352.29930285141,-10464.525950750294,-3685.5989656622028,test,2014-01-25 09:04:31.959,1862.9039670621087,8725.308591092236,16139.418116033405
429742,816343,2014-01-25T09:44:14.619,406,,,,-25301.72114882311,-3483.050677558601,3354.6707911549183,test,2014-01-25 09:44:14.619,1187.3589713920433,14480.603871420144,22900.536872095174
429743,816344,2014-01-25T10:23:57.280,406,,,,-21949.331269872848,3923.2577650899975,9927.059994055737,test,2014-01-25 10:23:57.280,1930.118324042581,21517.814037212378,29989.267386684896
429744,816345,2014-01-25T11:03:39.941,406,,,,-15263.697495902792,10709.931209913628,14967.627395713806,test,2014-01-25 11:03:39.941,4494.204545819607,28902.89663817477,36393.589970641784
429745,816346,2014-01-25T11:43:22.601,406,,,,-6111.348752404845,15765.555133635233,17588.795519580824,test,2014-01-25 11:43:22.601,9628.471220067086,35468.273300141576,41420.348242476706
429746,816347,2014-01-25T12:23:05.262,406,,,,4002.562750659597,18425.45150502375,17527.93087678566,test,2014-01-25 12:23:05.262,17334.12702086221,40294.255558218814,44576.38333641975
429747,816348,2014-01-25T13:02:47.922,406,,,,13634.276144092559,18677.940182192284,15165.547619428326,test,2014-01-25 13:02:47.922,26749.343500214625,43059.12479890542,45463.69274532766
429748,816349,2014-01-25T13:42:30.583,406,,,,21851.313399850325,16940.203420896294,11176.583824430045,test,2014-01-25 13:42:30.583,36524.555387204,43844.72547549282,44262.102720048075
429749,816350,2014-01-25T14:22:13.244,406,,,,28230.633010535978,13751.957169728792,6221.372365275116,test,2014-01-25 14:22:13.244,45421.12755267728,43162.17022485396,40899.971174038175
429750,816351,2014-01-25T15:01:55.904,406,,,,32675.626601053507,9606.781242455414,824.9316833560102,test,2014-01-25 15:01:55.904,52612.947495212975,40714.63606399762,36118.75217773248
429751,816352,2014-01-25T15:41:38.565,406,,,,35256.029847084435,4904.385301195488,-4627.770531650121,test,2014-01-25 15:41:38.565,57772.9426687538,37194.12005289514,30964.47591849903
429752,816353,2014-01-25T16:21:21.225,406,,,,36113.111041865675,-43.621329597884255,-9860.227387298295,test,2014-01-25 16:21:21.225,60857.42553000095,33264.84993868102,25284.668595476713
429753,816354,2014-01-25T17:01:03.886,406,,,,35412.626857434094,-4993.73652788993,-14671.409503512683,test,2014-01-25 17:01:03.886,61936.1342726972,28722.09053757238,18785.058161915316
429754,816355,2014-01-25T17:40:46.547,406,,,,33324.485112257265,-9750.910463597991,-18910.379900643988,test,2014-01-25 17:40:46.547,61276.588093750004,23166.40530233709,12248.118810840364
429755,816356,2014-01-25T18:20:29.207,406,,,,30015.988866517404,-14152.812080798836,-22458.561465295385,test,2014-01-25 18:20:29.207,59114.38556994213,16872.208371637833,6909.102586311
429756,816357,2014-01-25T19:00:11.868,406,,,,25651.906500790654,-18057.97818170707,-25217.782493943243,test,2014-01-25 19:00:11.868,55760.31845668573,10839.867393222028,3439.78782718572
429757,816358,2014-01-25T19:39:54.528,406,,,,20398.271619887106,-21336.984637092784,-27102.38978889396,test,2014-01-25 19:39:54.528,51258.82915522677,6108.81507048622,1637.0292144556245
429758,816359,2014-01-25T20:19:37.189,406,,,,14428.762337778518,-23865.847776960698,-28034.316724638462,test,2014-01-25 20:19:37.189,46201.79060219821,3097.3975466049797,902.646646525775
429759,816360,2014-01-25T20:59:19.849,406,,,,7933.591566900577,-25521.198693195518,-27940.62594174339,test,2014-01-25 20:59:19.849,41173.44139643544,1545.0389855080584,742.3936759137763
429760,816361,2014-01-25T21:39:02.510,406,,,,1131.534578539119,-26177.261103911,-26753.72815747389,test,2014-01-25 21:39:02.510,35084.35245818225,926.2087178933101,985.0532344906644
429761,816362,2014-01-25T22:18:45.171,406,,,,-5713.786115092676,-25705.434172683803,-24415.391596508216,test,2014-01-25 22:18:45.171,27020.67774690018,857.1931234963697,1736.663032153813
429762,816363,2014-01-25T22:58:27.831,406,,,,-12272.082172872702,-23978.681495124634,-20887.1133567631,test,2014-01-25 22:58:27.831,17985.286946088356,1272.6190919682194,3292.3452028772786
429763,816364,2014-01-25T23:38:10.492,406,,,,-18118.782521781948,-20885.58695407073,-16171.835699941565,test,2014-01-25 23:38:10.492,10053.75065792822,2423.562762928875,6009.946705186412
429764,816365,2014-01-26T00:17:53.152,406,,,,-22706.099923636735,-16363.641333080615,-10355.450562250951,test,2014-01-26 00:17:53.152,4819.938621572733,4757.165613209759,10148.652338503638
429765,816366,2014-01-26T00:57:35.813,406,,,,-25352.046130856703,-10467.404643051494,-3678.6569358342254,test,2014-01-26 00:57:35.813,2328.0803306319276,8680.883277125899,15698.934120794309
429766,816367,2014-01-26T01:37:18.474,406,,,,-25300.67770643102,-3485.516960102761,3361.209768178718,test,2014-01-26 01:37:18.474,1706.6098034053814,14262.614013150936,22250.58541087795
429767,816368,2014-01-26T02:17:01.134,406,,,,-21947.69278823761,3921.514940772781,9932.3498735083,test,2014-01-26 02:17:01.134,2467.022147650965,21028.93795749166,29165.442972305416
429768,816369,2014-01-26T02:56:43.795,406,,,,-15261.872370389541,10709.203293881927,14970.934570323645,test,2014-01-26 02:56:43.795,4962.362457037614,28086.34881587028,35628.53583605683
429769,816370,2014-01-26T03:36:26.455,406,,,,-6109.809346944826,15766.080134910702,17589.750478775393,test,2014-01-26 03:36:26.455,9786.54875968369,34390.50222011305,40883.846971793355
429770,816371,2014-01-26T04:16:09.116,406,,,,4003.4966586189753,18427.338501558646,17526.584572364984,test,2014-01-26 04:16:09.116,17002.318901676965,39341.69966496166,44345.70532836678
429771,816372,2014-01-26T04:55:51.777,406,,,,13634.502439288415,18681.11394563943,15162.222355654016,test,2014-01-26 04:55:51.777,25928.540387928348,42511.528679607305,45485.76490218771
429772,816373,2014-01-26T05:35:34.437,406,,,,21850.868617469645,16944.432432852693,11171.705387074857,test,2014-01-26 05:35:34.437,35408.67006855284,43676.095368927396,44313.33331341473
429773,816374,2014-01-26T06:15:17.098,406,,,,28229.60187687493,13756.92734850184,6215.3773030527755,test,2014-01-26 06:15:17.098,44297.35245996506,43081.28179316542,41419.75233552827
429774,816375,2014-01-26T06:54:59.758,406,,,,32674.09503954422,9612.160014062662,818.2321765059688,test,2014-01-26 06:54:59.758,51729.06460974317,41205.97340832028,37194.735784268116
429775,816376,2014-01-26T07:34:42.419,406,,,,35254.07030628043,4909.859481689279,-4634.796040566173,test,2014-01-26 07:34:42.419,57195.593325821435,38297.995105754286,31664.36083068275
429776,816377,2014-01-26T08:14:25.079,406,,,,36110.78228436381,-38.328189551596545,-9867.234934447457,test,2014-01-26 08:14:25.079,60531.91361925765,34261.92017220763,24996.44809614958
429777,816378,2014-01-26T08:54:07.740,406,,,,35409.97808964636,-4988.857567599422,-14678.087304897097,test,2014-01-26 08:54:07.740,61818.44787744086,28971.513560169307,17915.449884352936
429778,816379,2014-01-26T09:33:50.401,406,,,,33321.56117673634,-9746.634468064107,-18916.44632641496,test,2014-01-26 09:33:50.401,61304.73005035707,22681.541027492392,11492.55927062131
429779,816380,2014-01-26T10:13:33.061,406,,,,30012.835081296627,-14149.284383876577,-22463.763803715497,test,2014-01-26 10:13:33.061,59112.04284273942,16153.110257858334,6595.424462938322
429780,816381,2014-01-26T10:53:15.722,406,,,,25648.573380066788,-18055.301637012548,-25221.89678945313,test,2014-01-26 10:53:15.722,55631.871496957785,10350.681404449806,3472.1381734959473
429781,816382,2014-01-26T11:32:58.382,406,,,,20394.819032675834,-21335.22067543965,-27105.222743477745,test,2014-01-26 11:32:58.382,51644.76247609826,5970.886438342376,1807.932503354678
429782,816383,2014-01-26T12:12:41.043,406,,,,14425.263810402832,-23865.016510542348,-28035.709555655143,test,2014-01-26 12:12:41.043,47277.10263265826,3177.1864585674866,1084.0674779097433
429783,816384,2014-01-26T12:52:23.704,406,,,,7930.138530130413,-25521.27841208118,-27940.461263258574,test,2014-01-26 12:52:23.704,41824.52267272361,1686.8656813351165,904.0793367075172
429784,816385,2014-01-26T13:32:06.364,406,,,,1128.2404019141215,-26178.18725052053,-26751.940931200283,test,2014-01-26 13:32:06.364,34617.24673683549,1062.2176385089524,1125.8690108185194
429785,816386,2014-01-26T14:11:49.025,406,,,,-5716.7829450277,-25707.09824786065,-24411.985782733398,test,2014-01-26 14:11:49.025,25886.763426466605,985.3253013985038,1847.485451955002
429786,816387,2014-01-26T14:51:31.685,406,,,,-12274.618252596929,-23980.930708466592,-20882.18603042262,test,2014-01-26 14:51:31.685,17024.710599957052,1406.7414090994832,3347.8306678783356
429787,816388,2014-01-26T15:31:14.346,406,,,,-18120.67630923067,-20888.226257572253,-16165.610736271106,test,2014-01-26 15:31:14.346,9753.069172803447,2564.341391234272,5967.378354045677
429788,816389,2014-01-26T16:10:57.007,406,,,,-22707.17498102533,-16366.439885714768,-10348.320142503233,test,2014-01-26 16:10:57.007,5039.7754812235935,4872.481969227816,9944.921805686836
429789,816390,2014-01-26T16:50:39.667,406,,,,-25352.184164856866,-10470.107609419534,-3671.2186539007957,test,2014-01-26 16:50:39.667,2740.9473339637257,8692.165915881502,15279.83697949031
429790,816391,2014-01-26T17:30:22.328,406,,,,-25299.9110530166,-3487.8579296902726,3368.157787238583,test,2014-01-26 17:30:22.328,2162.490646035635,14029.075308397028,21651.098203361445
429791,816392,2014-01-26T18:10:04.988,406,,,,-21946.303278867894,3919.8172487178117,9937.925676793446,test,2014-01-26 18:10:04.988,2943.2798600643882,20452.71596482483,28479.78156084768
429792,816393,2014-01-26T18:49:47.649,406,,,,-15260.3735294974,10708.462223923156,14974.426805725048,test,2014-01-26 18:49:47.649,5376.438927176177,27235.339653812858,35021.34389631907
429793,816394,2014-01-26T19:29:30.309,406,,,,-6108.719973600383,15766.605541762576,17590.855271789384,test,2014-01-26 19:29:30.309,9955.744147709385,33521.253372275874,40414.11950438334
429794,816395,2014-01-26T20:09:12.970,406,,,,4003.896626227403,18429.30610351265,17525.403764697858,test,2014-01-26 20:09:12.970,16764.406028604466,38544.055914175144,43958.85265030915
429795,816396,2014-01-26T20:48:55.631,406,,,,13634.18595116027,18684.46595266782,15159.082663401767,test,2014-01-26 20:48:55.631,25265.45440786353,41867.1966772386,45390.65020707198
429796,816397,2014-01-26T21:28:38.291,406,,,,21849.925637027758,16948.910821291884,11167.006445192794,test,2014-01-26 21:28:38.291,34479.367425432094,43448.68522973281,44770.250318957995
429797,816398,2014-01-26T22:08:20.952,406,,,,28228.13369626792,13762.174109500578,6209.525270147517,test,2014-01-26 22:08:20.952,43319.692653576436,43456.02277439046,42191.505611287306
429798,816399,2014-01-26T22:48:03.612,406,,,,32672.17639595817,9617.80062248532,811.6188188582112,test,2014-01-26 22:48:03.612,50873.24899111659,42008.903569607384,37720.10710052122
429799,816400,2014-01-26T23:27:46.273,406,,,,35251.74792025597,4915.549355414154,-4641.799120801124,test,2014-01-26 23:27:46.273,56560.67217913231,39077.62175536613,31598.596199283365
429800,816401,2014-01-27T00:07:28.934,406,,,,36108.08494388024,-32.88452246572107,-9874.278644764614,test,2014-01-27 00:07:28.934,60168.234114455656,34616.83515114511,24460.82960550304
