,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
647953,1231551,2014-01-24T05:44:05.145,598,,,,-3789.5599790138463,46164.003219250684,-9968.508489433929,test,2014-01-24 05:44:05.145,56910.396777531874,85909.49189542799,4461.583872338632
647954,1231552,2014-01-24T06:53:05.032,598,,,,-14623.715243588282,46462.59451843824,-5749.5105655848365,test,2014-01-24 06:53:05.032,45830.96908115109,89272.84921262266,8342.669137676658
647955,1231553,2014-01-24T08:02:04.919,598,,,,-24623.21401007801,44077.406792723516,-1194.3365232608032,test,2014-01-24 08:02:04.919,35127.427938907895,89503.08656148596,12564.834589572334
647956,1231554,2014-01-24T09:11:04.806,598,,,,-33326.45965681685,39357.5767583983,3427.306191849089,test,2014-01-24 09:11:04.806,24948.992748708766,86948.92911576202,16920.309318579923
647957,1231555,2014-01-24T10:20:04.693,598,,,,-40388.352088980246,32691.872817793457,7882.024989855227,test,2014-01-24 10:20:04.693,17581.565155322845,82449.27474016919,21275.076004818366
647958,1231556,2014-01-24T11:29:04.580,598,,,,-45555.514726195164,24488.542151767728,11967.936238677563,test,2014-01-24 11:29:04.580,7455.8237065084,75833.51234350418,25496.15060989593
647959,1231557,2014-01-24T12:38:04.467,598,,,,-48647.508801825934,15167.9704674782,15509.047454100903,test,2014-01-24 12:38:04.467,2266.1383607238417,67639.01034557294,29428.415130617046
647960,1231558,2014-01-24T13:47:04.354,598,,,,-49544.96761128983,5163.1304759045615,18350.445945187268,test,2014-01-24 13:47:04.354,847.8985294594169,58396.708206741256,32900.451503931145
647961,1231559,2014-01-24T14:56:04.241,598,,,,-48184.739249271865,-5075.447353038499,20355.141007390164,test,2014-01-24 14:56:04.241,854.3787713155267,48548.00390554174,35746.06059779189
647962,1231560,2014-01-24T16:05:04.127,598,,,,-44562.243962587316,-15072.451570557661,21403.2056325066,test,2014-01-24 16:05:04.127,1866.8952003036572,39064.448245568936,37812.57456393099
647963,1231561,2014-01-24T17:14:04.014,598,,,,-38741.75214190424,-24320.440135308687,21394.026009957903,test,2014-01-24 17:14:04.014,4474.689150072438,28707.90319166364,38960.67675575276
647964,1231562,2014-01-24T18:23:03.901,598,,,,-30875.769532867344,-32275.29069317252,20252.856248481134,test,2014-01-24 18:23:03.901,9255.928422620038,20096.5096228628,39075.58578491641
647965,1231563,2014-01-24T19:32:03.788,598,,,,-21234.669103866698,-38359.41261946847,17943.36261885728,test,2014-01-24 19:32:03.788,16392.47412427248,9159.330305622867,38079.18508776588
647966,1231564,2014-01-24T20:41:03.675,598,,,,-10246.032534800717,-41981.21848812194,14488.055315511985,test,2014-01-24 20:41:03.675,25705.871779712335,2772.351674617036,35936.21330032423
647967,1231565,2014-01-24T21:50:03.562,598,,,,1462.2321064765076,-42583.88275207875,9997.491909145798,test,2014-01-24 21:50:03.562,36620.25117172099,953.9530539190077,32654.623179326838
647968,1231566,2014-01-24T22:59:03.449,598,,,,13032.802774374675,-39738.60657891078,4704.974691907422,test,2014-01-24 22:59:03.449,48659.664689072684,1122.2693217284436,28348.503206710848
647969,1231567,2014-01-25T00:08:03.336,598,,,,23399.8575991552,-33288.190276287816,-1006.075682843039,test,2014-01-25 00:08:03.336,60661.63216804742,3062.5490878179194,23174.120709609484
647970,1231568,2014-01-25T01:17:03.223,598,,,,31407.48334672253,-23512.01662534616,-6608.073593211068,test,2014-01-25 01:17:03.223,71590.31569873182,7974.026624073845,17579.32318607442
647971,1231569,2014-01-25T02:26:03.109,598,,,,36044.971047011204,-11226.373458741276,-11497.616325031267,test,2014-01-25 02:26:03.109,80354.31004169151,16485.60425974174,11805.009252841508
647972,1231570,2014-01-25T03:35:02.996,598,,,,36729.116804219215,2290.5770744920096,-15126.022896074563,test,2014-01-25 03:35:02.996,85498.23154706821,28441.483552185677,5801.537206031544
647973,1231571,2014-01-25T04:44:02.883,598,,,,33477.98509718005,15573.644407553591,-17136.4860592322,test,2014-01-25 04:44:02.883,86833.450453265,42086.487265891345,2037.7337090442484
647974,1231572,2014-01-25T05:53:02.770,598,,,,26864.179046034038,27313.903149219408,-17430.828011012574,test,2014-01-25 05:53:02.770,84041.11772997357,55910.9637888457,804.6988564638752
647975,1231573,2014-01-25T07:02:02.657,598,,,,17795.57766516289,36589.5270546823,-16139.931361465351,test,2014-01-25 07:02:02.657,77458.2870132989,68409.08475523951,859.2752179566361
647976,1231574,2014-01-25T08:11:02.544,598,,,,7269.773837601519,42915.03570327335,-13538.637162846753,test,2014-01-25 08:11:02.544,68666.42663206157,78528.5734447079,1882.8144413298498
647977,1231575,2014-01-25T09:20:02.431,598,,,,-3793.717962634033,46165.502939379294,-9960.407776710728,test,2014-01-25 09:20:02.431,56964.745343461276,85317.24751034864,4100.502242840117
647978,1231576,2014-01-25T10:29:02.318,598,,,,-14627.347393695236,46462.66906981656,-5739.748138095421,test,2014-01-25 10:29:02.318,47221.40874090035,88852.58471306974,7474.232212760097
647979,1231577,2014-01-25T11:38:02.205,598,,,,-24626.06039061445,44076.030569073664,-1183.459200370941,test,2014-01-25 11:38:02.205,37099.643291112814,89458.63492062052,11655.992962448538
647980,1231578,2014-01-25T12:47:02.092,598,,,,-33328.31613941064,39354.808435763,3438.7389882610064,test,2014-01-25 12:47:02.092,25157.656089007534,87229.39089737517,16224.650074809135
647981,1231579,2014-01-25T13:56:01.978,598,,,,-40389.071724040274,32687.839760342216,7893.463953317496,test,2014-01-25 13:56:01.978,14001.799874710738,82814.7399818837,20835.29136813525
647982,1231580,2014-01-25T15:05:01.865,598,,,,-45555.00391796112,24483.42925124429,11978.855969777023,test,2014-01-25 15:05:01.865,6463.550409182264,75754.60871812227,25243.568034271193
647983,1231581,2014-01-25T16:14:01.752,598,,,,-48645.72730997674,15162.010028575482,15518.958207677924,test,2014-01-25 16:14:01.752,2742.545495814876,68141.60446358257,29276.97515446977
647984,1231582,2014-01-25T17:23:01.639,598,,,,-49541.9271446404,5156.593506295587,18358.903083618832,test,2014-01-25 17:23:01.639,1436.9230457360973,58752.481411739864,32796.29391103516
647985,1231583,2014-01-25T18:32:01.526,598,,,,-48180.500672077156,-5082.255343297116,20361.75290996996,test,2014-01-25 18:32:01.526,1362.3722825008394,50122.78458703385,35667.68366756965
647986,1231584,2014-01-25T19:41:01.413,598,,,,-44556.91717131111,-15079.193158347733,21407.6436718466,test,2014-01-25 19:41:01.413,2251.1002151420835,40948.84546367324,37752.107835165094
647987,1231585,2014-01-25T20:50:01.300,598,,,,-38735.498349385176,-24326.747201747847,21396.037719468226,test,2014-01-25 20:50:01.300,4534.873915639711,29280.210518152384,38926.66634728163
