,id,epoch,sat_id,x,y,z,x_sim,y_sim,z_sim,type,time,x_pos_model,y_pos_model,z_pos_model
25060,47444,2014-01-24T09:07:34.045,22,,,,51747.82117835766,108051.64737333974,9159.861573228509,test,2014-01-24 09:07:34.045,99650.10821696382,107822.45242710177,110626.54454723088
25061,47445,2014-01-24T11:55:54.315,22,,,,47213.683619336414,114062.4667413106,-2064.616305666052,test,2014-01-24 11:55:54.315,98260.50173328922,123644.32756871806,100555.59981939301
25062,47446,2014-01-24T14:44:14.585,22,,,,41657.51301898045,117606.25703025096,-13246.012700058724,test,2014-01-24 14:44:14.585,95722.88229859866,134951.74565636384,88040.75284759581
25063,47447,2014-01-24T17:32:34.855,22,,,,35242.89593925308,118726.54485232262,-24154.46766290394,test,2014-01-24 17:32:34.855,91887.71520836042,145118.67841273977,72286.55481339547
25064,47448,2014-01-24T20:20:55.125,22,,,,28115.07130482916,117441.8860608994,-34572.35384640215,test,2014-01-24 20:20:55.125,87102.99934764432,152637.1580687454,57154.04687290246
25065,47449,2014-01-24T23:09:15.396,22,,,,20411.446877838123,113746.26963826039,-44277.910879226816,test,2014-01-24 23:09:15.396,81342.22727298074,157468.93361291982,48249.517559984684
25066,47450,2014-01-25T01:57:35.666,22,,,,12271.961127936447,107609.3626013408,-53029.019287667375,test,2014-01-25 01:57:35.666,73850.4982589352,159824.8365221573,47789.14206673172
25067,47451,2014-01-25T04:45:55.936,22,,,,3851.324092283988,98976.91189207438,-60544.109685165575,test,2014-01-25 04:45:55.936,65585.64957785858,160130.18521146997,40858.60194674595
25068,47452,2014-01-25T07:34:16.206,22,,,,-4663.9366324013345,87772.483845118,-66476.37335561974,test,2014-01-25 07:34:16.206,57819.089684314014,157857.2228656048,23434.169213578207
25069,47453,2014-01-25T10:22:36.477,22,,,,-13028.453647237902,73903.75845064322,-70375.26045435146,test,2014-01-25 10:22:36.477,50619.662185036104,153581.60480356243,19366.267188850827
25070,47454,2014-01-25T13:10:56.747,22,,,,-20890.67251650161,57282.18875047039,-71624.82750995865,test,2014-01-25 13:10:56.747,41167.79049131127,147735.98279266426,8247.908435119016
25071,47455,2014-01-25T15:59:17.017,22,,,,-27702.760918205142,37881.56225115631,-69340.664282278,test,2014-01-25 15:59:17.017,29993.772922407366,139410.15764593385,2823.407061344141
25072,47456,2014-01-25T18:47:37.287,22,,,,-32537.4046452738,15915.251247902363,-62199.43941098616,test,2014-01-25 18:47:37.287,25030.5489371189,128291.33801192016,953.0182508397024
25073,47457,2014-01-25T21:35:57.557,22,,,,-33710.302143058565,-7602.723754444654,-48219.49672395961,test,2014-01-25 21:35:57.557,17090.018114193957,114891.75066437901,598.7835345495909
25074,47458,2014-01-26T00:24:17.828,22,,,,-28201.353515642513,-29113.602039950536,-25019.532930663896,test,2014-01-26 00:24:17.828,9326.818206481974,99089.18043514946,1130.4127209157145
